id,classname,method_name,method_sig,method_def_line,mut_location,mut_start,mut_end,mut_operator,orig_token,pred_token,pred_pos,pred_score,masked_expr,masked_seq
0,Element.java,nodeName,String nodeName(),57,58,1682,1688,MethodCallMutator,getName,name,0,0.82350266,tag.<mask>(),"String nodeName() {
        return tag.<mask>();
    }"
1,Element.java,nodeName,String nodeName(),57,58,1682,1688,MethodCallMutator,getName,text,1,0.07035638,tag.<mask>(),"String nodeName() {
        return tag.<mask>();
    }"
2,Element.java,nodeName,String nodeName(),57,58,1682,1688,MethodCallMutator,getName,value,2,0.023770802,tag.<mask>(),"String nodeName() {
        return tag.<mask>();
    }"
3,Element.java,nodeName,String nodeName(),57,58,1682,1688,MethodCallMutator,getName,node,3,0.013189928,tag.<mask>(),"String nodeName() {
        return tag.<mask>();
    }"
4,Element.java,nodeName,String nodeName(),57,58,1682,1688,MethodCallMutator,getName,Name,4,0.010462629,tag.<mask>(),"String nodeName() {
        return tag.<mask>();
    }"
5,Element.java,nodeName,String nodeName(),57,58,1678,1680,IdentifierMutator-Variable,tag,node,0,0.8666383,<mask>,"String nodeName() {
        return<mask>.getName();
    }"
6,Element.java,nodeName,String nodeName(),57,58,1678,1680,IdentifierMutator-Variable,tag,n,1,0.020716263,<mask>,"String nodeName() {
        return<mask>.getName();
    }"
7,Element.java,nodeName,String nodeName(),57,58,1678,1680,IdentifierMutator-Variable,tag,child,2,0.013541327,<mask>,"String nodeName() {
        return<mask>.getName();
    }"
8,Element.java,nodeName,String nodeName(),57,58,1678,1680,IdentifierMutator-Variable,tag,element,3,0.012520205,<mask>,"String nodeName() {
        return<mask>.getName();
    }"
9,Element.java,nodeName,String nodeName(),57,58,1678,1680,IdentifierMutator-Variable,tag,parent,4,0.0062341653,<mask>,"String nodeName() {
        return<mask>.getName();
    }"
10,Element.java,nodeName,String nodeName(),57,58,1678,1680,FieldReferenceMutator,tag,node,0,0.8666383,<mask>,"String nodeName() {
        return<mask>.getName();
    }"
11,Element.java,nodeName,String nodeName(),57,58,1678,1680,FieldReferenceMutator,tag,n,1,0.020716263,<mask>,"String nodeName() {
        return<mask>.getName();
    }"
12,Element.java,nodeName,String nodeName(),57,58,1678,1680,FieldReferenceMutator,tag,child,2,0.013541327,<mask>,"String nodeName() {
        return<mask>.getName();
    }"
13,Element.java,nodeName,String nodeName(),57,58,1678,1680,FieldReferenceMutator,tag,element,3,0.012520205,<mask>,"String nodeName() {
        return<mask>.getName();
    }"
14,Element.java,nodeName,String nodeName(),57,58,1678,1680,FieldReferenceMutator,tag,parent,4,0.0062341653,<mask>,"String nodeName() {
        return<mask>.getName();
    }"
15,Element.java,tagName,String tagName(),66,67,1867,1873,MethodCallMutator,getName,name,0,0.92103994,tag.<mask>(),"String tagName() {
        return tag.<mask>();
    }"
16,Element.java,tagName,String tagName(),66,67,1867,1873,MethodCallMutator,getName,Name,1,0.020875838,tag.<mask>(),"String tagName() {
        return tag.<mask>();
    }"
17,Element.java,tagName,String tagName(),66,67,1867,1873,MethodCallMutator,getName,value,2,0.015887015,tag.<mask>(),"String tagName() {
        return tag.<mask>();
    }"
18,Element.java,tagName,String tagName(),66,67,1867,1873,MethodCallMutator,getName,tag,3,0.0060694297,tag.<mask>(),"String tagName() {
        return tag.<mask>();
    }"
19,Element.java,tagName,String tagName(),66,67,1867,1873,MethodCallMutator,getName,text,4,0.0020673308,tag.<mask>(),"String tagName() {
        return tag.<mask>();
    }"
20,Element.java,tagName,String tagName(),66,67,1863,1865,IdentifierMutator-Variable,tag,element,1,0.009087503,<mask>,"String tagName() {
        return<mask>.getName();
    }"
21,Element.java,tagName,String tagName(),66,67,1863,1865,IdentifierMutator-Variable,tag,node,2,0.007025908,<mask>,"String tagName() {
        return<mask>.getName();
    }"
22,Element.java,tagName,String tagName(),66,67,1863,1865,IdentifierMutator-Variable,tag,t,3,0.0063851797,<mask>,"String tagName() {
        return<mask>.getName();
    }"
23,Element.java,tagName,String tagName(),66,67,1863,1865,IdentifierMutator-Variable,tag,field,4,0.0042506526,<mask>,"String tagName() {
        return<mask>.getName();
    }"
24,Element.java,tagName,String tagName(),66,67,1863,1865,FieldReferenceMutator,tag,element,1,0.009087503,<mask>,"String tagName() {
        return<mask>.getName();
    }"
25,Element.java,tagName,String tagName(),66,67,1863,1865,FieldReferenceMutator,tag,node,2,0.007025908,<mask>,"String tagName() {
        return<mask>.getName();
    }"
26,Element.java,tagName,String tagName(),66,67,1863,1865,FieldReferenceMutator,tag,t,3,0.0063851797,<mask>,"String tagName() {
        return<mask>.getName();
    }"
27,Element.java,tagName,String tagName(),66,67,1863,1865,FieldReferenceMutator,tag,field,4,0.0042506526,<mask>,"String tagName() {
        return<mask>.getName();
    }"
28,Element.java,tagName,Element tagName(String tagName),77,78,2200,2207,MethodCallMutator,notEmpty,string,0,0.3593317,"Validate.<mask>(tagName, ""Tag name must not be empty."")","Element tagName(String tagName) {
        Validate.<mask>(tagName, ""Tag name must not be empty."");
        tag = Tag.valueOf(tagName);
        return this;
    }"
29,Element.java,tagName,Element tagName(String tagName),77,78,2200,2207,MethodCallMutator,notEmpty,empty,1,0.2356883,"Validate.<mask>(tagName, ""Tag name must not be empty."")","Element tagName(String tagName) {
        Validate.<mask>(tagName, ""Tag name must not be empty."");
        tag = Tag.valueOf(tagName);
        return this;
    }"
30,Element.java,tagName,Element tagName(String tagName),77,78,2200,2207,MethodCallMutator,notEmpty,required,2,0.19251184,"Validate.<mask>(tagName, ""Tag name must not be empty."")","Element tagName(String tagName) {
        Validate.<mask>(tagName, ""Tag name must not be empty."");
        tag = Tag.valueOf(tagName);
        return this;
    }"
31,Element.java,tagName,Element tagName(String tagName),77,78,2200,2207,MethodCallMutator,notEmpty,String,3,0.044373974,"Validate.<mask>(tagName, ""Tag name must not be empty."")","Element tagName(String tagName) {
        Validate.<mask>(tagName, ""Tag name must not be empty."");
        tag = Tag.valueOf(tagName);
        return this;
    }"
32,Element.java,tagName,Element tagName(String tagName),77,78,2200,2207,MethodCallMutator,notEmpty,length,4,0.017640784,"Validate.<mask>(tagName, ""Tag name must not be empty."")","Element tagName(String tagName) {
        Validate.<mask>(tagName, ""Tag name must not be empty."");
        tag = Tag.valueOf(tagName);
        return this;
    }"
33,Element.java,tagName,Element tagName(String tagName),77,78,2209,2215,IdentifierMutator-Variable,tagName,name,0,0.6864599,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(<mask>, ""Tag name must not be empty."");
        tag = Tag.valueOf(tagName);
        return this;
    }"
34,Element.java,tagName,Element tagName(String tagName),77,78,2209,2215,IdentifierMutator-Variable,tagName,tag,1,0.28357008,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(<mask>, ""Tag name must not be empty."");
        tag = Tag.valueOf(tagName);
        return this;
    }"
35,Element.java,tagName,Element tagName(String tagName),77,78,2209,2215,IdentifierMutator-Variable,tagName,Name,2,0.0046525914,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(<mask>, ""Tag name must not be empty."");
        tag = Tag.valueOf(tagName);
        return this;
    }"
36,Element.java,tagName,Element tagName(String tagName),77,78,2209,2215,IdentifierMutator-Variable,tagName,string,3,0.0038789643,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(<mask>, ""Tag name must not be empty."");
        tag = Tag.valueOf(tagName);
        return this;
    }"
37,Element.java,tagName,Element tagName(String tagName),77,78,2209,2215,IdentifierMutator-Variable,tagName,Tag,4,0.0028821288,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(<mask>, ""Tag name must not be empty."");
        tag = Tag.valueOf(tagName);
        return this;
    }"
38,Element.java,tagName,Element tagName(String tagName),77,78,2218,2246,IdentifierMutator-Literal,"""Tagnamemustnotbeempty.""","""""",0,0.27128744,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(tagName,<mask>);
        tag = Tag.valueOf(tagName);
        return this;
    }"
39,Element.java,tagName,Element tagName(String tagName),77,78,2218,2246,IdentifierMutator-Literal,"""Tagnamemustnotbeempty.""",tag,1,0.15444319,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(tagName,<mask>);
        tag = Tag.valueOf(tagName);
        return this;
    }"
40,Element.java,tagName,Element tagName(String tagName),77,78,2218,2246,IdentifierMutator-Literal,"""Tagnamemustnotbeempty.""",name,2,0.12319076,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(tagName,<mask>);
        tag = Tag.valueOf(tagName);
        return this;
    }"
41,Element.java,tagName,Element tagName(String tagName),77,78,2218,2246,IdentifierMutator-Literal,"""Tagnamemustnotbeempty.""",null,3,0.06616067,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(tagName,<mask>);
        tag = Tag.valueOf(tagName);
        return this;
    }"
42,Element.java,tagName,Element tagName(String tagName),77,78,2218,2246,IdentifierMutator-Literal,"""Tagnamemustnotbeempty.""",message,4,0.041413385,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(tagName,<mask>);
        tag = Tag.valueOf(tagName);
        return this;
    }"
43,Element.java,tagName,Element tagName(String tagName),77,79,2261,2261,AssignmentMutator,tag=org.jsoup.parser.Tag.valueOf(tagName),Name,0,0.98225635,tag <mask>= org.jsoup.parser.Tag.valueOf(tagName),"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");
        tag<mask>= Tag.valueOf(tagName);
        return this;
    }"
44,Element.java,tagName,Element tagName(String tagName),77,79,2261,2261,AssignmentMutator,tag=org.jsoup.parser.Tag.valueOf(tagName),Element,1,0.009092229,tag <mask>= org.jsoup.parser.Tag.valueOf(tagName),"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");
        tag<mask>= Tag.valueOf(tagName);
        return this;
    }"
45,Element.java,tagName,Element tagName(String tagName),77,79,2261,2261,AssignmentMutator,tag=org.jsoup.parser.Tag.valueOf(tagName),name,2,0.0010903077,tag <mask>= org.jsoup.parser.Tag.valueOf(tagName),"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");
        tag<mask>= Tag.valueOf(tagName);
        return this;
    }"
46,Element.java,tagName,Element tagName(String tagName),77,79,2261,2261,AssignmentMutator,tag=org.jsoup.parser.Tag.valueOf(tagName),Tag,3,8.886586E-4,tag <mask>= org.jsoup.parser.Tag.valueOf(tagName),"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");
        tag<mask>= Tag.valueOf(tagName);
        return this;
    }"
47,Element.java,tagName,Element tagName(String tagName),77,79,2261,2261,AssignmentMutator,tag=org.jsoup.parser.Tag.valueOf(tagName),name,4,7.856308E-4,tag <mask>= org.jsoup.parser.Tag.valueOf(tagName),"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");
        tag<mask>= Tag.valueOf(tagName);
        return this;
    }"
48,Element.java,tagName,Element tagName(String tagName),77,79,2258,2260,IdentifierMutator-Variable,tag,name,1,0.018379446,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");<mask> = Tag.valueOf(tagName);
        return this;
    }"
49,Element.java,tagName,Element tagName(String tagName),77,79,2258,2260,IdentifierMutator-Variable,tag,element,2,0.0047742156,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");<mask> = Tag.valueOf(tagName);
        return this;
    }"
50,Element.java,tagName,Element tagName(String tagName),77,79,2258,2260,IdentifierMutator-Variable,tag,Tag,3,0.0042886166,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");<mask> = Tag.valueOf(tagName);
        return this;
    }"
51,Element.java,tagName,Element tagName(String tagName),77,79,2258,2260,IdentifierMutator-Variable,tag,Tag,4,0.0025750124,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");<mask> = Tag.valueOf(tagName);
        return this;
    }"
52,Element.java,tagName,Element tagName(String tagName),77,79,2258,2260,FieldReferenceMutator,tag,name,1,0.018379446,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");<mask> = Tag.valueOf(tagName);
        return this;
    }"
53,Element.java,tagName,Element tagName(String tagName),77,79,2258,2260,FieldReferenceMutator,tag,element,2,0.0047742156,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");<mask> = Tag.valueOf(tagName);
        return this;
    }"
54,Element.java,tagName,Element tagName(String tagName),77,79,2258,2260,FieldReferenceMutator,tag,Tag,3,0.0042886166,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");<mask> = Tag.valueOf(tagName);
        return this;
    }"
55,Element.java,tagName,Element tagName(String tagName),77,79,2258,2260,FieldReferenceMutator,tag,Tag,4,0.0025750124,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");<mask> = Tag.valueOf(tagName);
        return this;
    }"
56,Element.java,tagName,Element tagName(String tagName),77,79,2268,2274,MethodCallMutator,valueOf,create,0,0.3438837,Tag.<mask>(tagName),"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");
        tag = Tag.<mask>(tagName);
        return this;
    }"
57,Element.java,tagName,Element tagName(String tagName),77,79,2268,2274,MethodCallMutator,valueOf,of,1,0.20672797,Tag.<mask>(tagName),"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");
        tag = Tag.<mask>(tagName);
        return this;
    }"
58,Element.java,tagName,Element tagName(String tagName),77,79,2268,2274,MethodCallMutator,valueOf,create,2,0.085563675,Tag.<mask>(tagName),"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");
        tag = Tag.<mask>(tagName);
        return this;
    }"
59,Element.java,tagName,Element tagName(String tagName),77,79,2268,2274,MethodCallMutator,valueOf,parse,3,0.07570342,Tag.<mask>(tagName),"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");
        tag = Tag.<mask>(tagName);
        return this;
    }"
60,Element.java,tagName,Element tagName(String tagName),77,79,2268,2274,MethodCallMutator,valueOf,name,4,0.03556119,Tag.<mask>(tagName),"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");
        tag = Tag.<mask>(tagName);
        return this;
    }"
61,Element.java,tagName,Element tagName(String tagName),77,79,2276,2282,IdentifierMutator-Variable,tagName,name,0,0.83481836,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");
        tag = Tag.valueOf(<mask>);
        return this;
    }"
62,Element.java,tagName,Element tagName(String tagName),77,79,2276,2282,IdentifierMutator-Variable,tagName,tag,1,0.102189265,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");
        tag = Tag.valueOf(<mask>);
        return this;
    }"
63,Element.java,tagName,Element tagName(String tagName),77,79,2276,2282,IdentifierMutator-Variable,tagName,Name,2,0.027240895,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");
        tag = Tag.valueOf(<mask>);
        return this;
    }"
64,Element.java,tagName,Element tagName(String tagName),77,79,2276,2282,IdentifierMutator-Variable,tagName,string,3,0.00725832,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");
        tag = Tag.valueOf(<mask>);
        return this;
    }"
65,Element.java,tagName,Element tagName(String tagName),77,79,2276,2282,IdentifierMutator-Variable,tagName,Tag,4,0.0058982945,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");
        tag = Tag.valueOf(<mask>);
        return this;
    }"
66,Element.java,tagName,Element tagName(String tagName),77,80,2301,2304,IdentifierMutator-ThisAccess,this,tag,0,0.9989202,<mask>,"Element tagName(String tagName) {
        Validate.notEmpty(tagName, ""Tag name must not be empty."");
        tag = Tag.valueOf(tagName);
        return<mask>;
    }"
