id,classname,method_name,method_sig,method_def_line,mut_location,mut_start,mut_end,mut_operator,orig_token,pred_token,pred_pos,pred_score,masked_expr,masked_seq
0,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14135,14138,BinaryOperatorMutator,==,=,0,0.2843572,this.encodeTable <mask> org.apache.commons.codec.binary.Base64.URL_SAFE_ENCODE_TABLE,"boolean isUrlSafe() {
        return this.encodeTable<mask>URL_SAFE_ENCODE_TABLE;
    }"
1,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14135,14138,BinaryOperatorMutator,==,IS,1,0.2492414,this.encodeTable <mask> org.apache.commons.codec.binary.Base64.URL_SAFE_ENCODE_TABLE,"boolean isUrlSafe() {
        return this.encodeTable<mask>URL_SAFE_ENCODE_TABLE;
    }"
2,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14135,14138,BinaryOperatorMutator,==,.,2,0.2025588,this.encodeTable <mask> org.apache.commons.codec.binary.Base64.URL_SAFE_ENCODE_TABLE,"boolean isUrlSafe() {
        return this.encodeTable<mask>URL_SAFE_ENCODE_TABLE;
    }"
3,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14135,14138,BinaryOperatorMutator,==,Is,3,0.079036824,this.encodeTable <mask> org.apache.commons.codec.binary.Base64.URL_SAFE_ENCODE_TABLE,"boolean isUrlSafe() {
        return this.encodeTable<mask>URL_SAFE_ENCODE_TABLE;
    }"
4,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14135,14138,BinaryOperatorMutator,==,_,4,0.03650931,this.encodeTable <mask> org.apache.commons.codec.binary.Base64.URL_SAFE_ENCODE_TABLE,"boolean isUrlSafe() {
        return this.encodeTable<mask>URL_SAFE_ENCODE_TABLE;
    }"
5,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14119,14134,IdentifierMutator-Variable,this.encodeTable,table,0,0.70714295,<mask>,"boolean isUrlSafe() {
        return<mask> == URL_SAFE_ENCODE_TABLE;
    }"
6,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14119,14134,IdentifierMutator-Variable,this.encodeTable,encoding,1,0.062470734,<mask>,"boolean isUrlSafe() {
        return<mask> == URL_SAFE_ENCODE_TABLE;
    }"
7,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14119,14134,IdentifierMutator-Variable,this.encodeTable,enc,2,0.022495214,<mask>,"boolean isUrlSafe() {
        return<mask> == URL_SAFE_ENCODE_TABLE;
    }"
8,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14119,14134,IdentifierMutator-Variable,this.encodeTable,type,3,0.013758537,<mask>,"boolean isUrlSafe() {
        return<mask> == URL_SAFE_ENCODE_TABLE;
    }"
9,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14119,14134,IdentifierMutator-Variable,this.encodeTable,tables,4,0.01133225,<mask>,"boolean isUrlSafe() {
        return<mask> == URL_SAFE_ENCODE_TABLE;
    }"
10,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14119,14122,IdentifierMutator-ThisAccess,this,config,1,0.03620054,<mask>,"boolean isUrlSafe() {
        return<mask>.encodeTable == URL_SAFE_ENCODE_TABLE;
    }"
11,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14119,14122,IdentifierMutator-ThisAccess,this,options,2,0.015777318,<mask>,"boolean isUrlSafe() {
        return<mask>.encodeTable == URL_SAFE_ENCODE_TABLE;
    }"
12,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14119,14122,IdentifierMutator-ThisAccess,this,settings,3,0.014880351,<mask>,"boolean isUrlSafe() {
        return<mask>.encodeTable == URL_SAFE_ENCODE_TABLE;
    }"
13,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14119,14122,IdentifierMutator-ThisAccess,this,env,4,0.009000222,<mask>,"boolean isUrlSafe() {
        return<mask>.encodeTable == URL_SAFE_ENCODE_TABLE;
    }"
14,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14124,14134,FieldReferenceMutator,encodeTable,table,0,0.61776394,this.<mask>,"boolean isUrlSafe() {
        return this.<mask> == URL_SAFE_ENCODE_TABLE;
    }"
15,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14124,14134,FieldReferenceMutator,encodeTable,enc,1,0.036451984,this.<mask>,"boolean isUrlSafe() {
        return this.<mask> == URL_SAFE_ENCODE_TABLE;
    }"
16,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14124,14134,FieldReferenceMutator,encodeTable,code,2,0.03590355,this.<mask>,"boolean isUrlSafe() {
        return this.<mask> == URL_SAFE_ENCODE_TABLE;
    }"
17,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14124,14134,FieldReferenceMutator,encodeTable,type,3,0.03188064,this.<mask>,"boolean isUrlSafe() {
        return this.<mask> == URL_SAFE_ENCODE_TABLE;
    }"
18,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14124,14134,FieldReferenceMutator,encodeTable,name,4,0.025844902,this.<mask>,"boolean isUrlSafe() {
        return this.<mask> == URL_SAFE_ENCODE_TABLE;
    }"
19,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14139,14159,IdentifierMutator-Variable,org.apache.commons.codec.binary.Base64.URL_SAFE_ENCODE_TABLE,table,0,0.7777944,<mask>,"boolean isUrlSafe() {
        return this.encodeTable ==<mask>;
    }"
20,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14139,14159,IdentifierMutator-Variable,org.apache.commons.codec.binary.Base64.URL_SAFE_ENCODE_TABLE,null,1,0.05689768,<mask>,"boolean isUrlSafe() {
        return this.encodeTable ==<mask>;
    }"
21,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14139,14159,IdentifierMutator-Variable,org.apache.commons.codec.binary.Base64.URL_SAFE_ENCODE_TABLE,0,2,0.047562327,<mask>,"boolean isUrlSafe() {
        return this.encodeTable ==<mask>;
    }"
22,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14139,14159,IdentifierMutator-Variable,org.apache.commons.codec.binary.Base64.URL_SAFE_ENCODE_TABLE,TABLE,3,0.0229317,<mask>,"boolean isUrlSafe() {
        return this.encodeTable ==<mask>;
    }"
23,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14139,14159,IdentifierMutator-Variable,org.apache.commons.codec.binary.Base64.URL_SAFE_ENCODE_TABLE,1,4,0.010206895,<mask>,"boolean isUrlSafe() {
        return this.encodeTable ==<mask>;
    }"
24,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14139,14159,FieldReferenceMutator,URL_SAFE_ENCODE_TABLE,table,0,0.7777944,org.apache.commons.codec.binary.Base64.<mask>,"boolean isUrlSafe() {
        return this.encodeTable ==<mask>;
    }"
25,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14139,14159,FieldReferenceMutator,URL_SAFE_ENCODE_TABLE,null,1,0.05689768,org.apache.commons.codec.binary.Base64.<mask>,"boolean isUrlSafe() {
        return this.encodeTable ==<mask>;
    }"
26,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14139,14159,FieldReferenceMutator,URL_SAFE_ENCODE_TABLE,0,2,0.047562327,org.apache.commons.codec.binary.Base64.<mask>,"boolean isUrlSafe() {
        return this.encodeTable ==<mask>;
    }"
27,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14139,14159,FieldReferenceMutator,URL_SAFE_ENCODE_TABLE,TABLE,3,0.0229317,org.apache.commons.codec.binary.Base64.<mask>,"boolean isUrlSafe() {
        return this.encodeTable ==<mask>;
    }"
28,Base64.java,isUrlSafe,boolean isUrlSafe(),347,348,14139,14159,FieldReferenceMutator,URL_SAFE_ENCODE_TABLE,1,4,0.010206895,org.apache.commons.codec.binary.Base64.<mask>,"boolean isUrlSafe() {
        return this.encodeTable ==<mask>;
    }"
29,Base64.java,hasData,boolean hasData(),356,357,14391,14394,BinaryOperatorMutator,!=,==,0,0.7420034,this.buffer <mask> null,"boolean hasData() {
        return this.buffer<mask>null;
    }"
30,Base64.java,hasData,boolean hasData(),356,357,14391,14394,BinaryOperatorMutator,!=,=,2,0.046860874,this.buffer <mask> null,"boolean hasData() {
        return this.buffer<mask>null;
    }"
31,Base64.java,hasData,boolean hasData(),356,357,14391,14394,BinaryOperatorMutator,!=,==,3,0.015022981,this.buffer <mask> null,"boolean hasData() {
        return this.buffer<mask>null;
    }"
32,Base64.java,hasData,boolean hasData(),356,357,14391,14394,BinaryOperatorMutator,!=,===,4,0.014372619,this.buffer <mask> null,"boolean hasData() {
        return this.buffer<mask>null;
    }"
33,Base64.java,hasData,boolean hasData(),356,357,14380,14390,IdentifierMutator-Variable,this.buffer,data,0,0.8235272,<mask>,"boolean hasData() {
        return<mask> != null;
    }"
34,Base64.java,hasData,boolean hasData(),356,357,14380,14390,IdentifierMutator-Variable,this.buffer,result,1,0.025498437,<mask>,"boolean hasData() {
        return<mask> != null;
    }"
35,Base64.java,hasData,boolean hasData(),356,357,14380,14390,IdentifierMutator-Variable,this.buffer,response,2,0.006110003,<mask>,"boolean hasData() {
        return<mask> != null;
    }"
36,Base64.java,hasData,boolean hasData(),356,357,14380,14390,IdentifierMutator-Variable,this.buffer,value,3,0.0050241635,<mask>,"boolean hasData() {
        return<mask> != null;
    }"
