id,classname,method_name,method_sig,method_def_line,mut_location,mut_start,mut_end,mut_operator,orig_token,pred_token,pred_pos,pred_score,masked_expr,masked_seq
0,PosixParser.java,init,void init(),51,53,1731,1731,AssignmentMutator,eatTheRest=false,Of,0,0.10623085,eatTheRest <mask>= false,"void init()
    {
        eatTheRest<mask>= false;
        tokens.clear();
    }"
1,PosixParser.java,init,void init(),51,53,1731,1731,AssignmentMutator,eatTheRest=false,!,1,0.065019414,eatTheRest <mask>= false,"void init()
    {
        eatTheRest<mask>= false;
        tokens.clear();
    }"
2,PosixParser.java,init,void init(),51,53,1731,1731,AssignmentMutator,eatTheRest=false,(),2,0.0537915,eatTheRest <mask>= false,"void init()
    {
        eatTheRest<mask>= false;
        tokens.clear();
    }"
3,PosixParser.java,init,void init(),51,53,1731,1731,AssignmentMutator,eatTheRest=false,,3,0.044906393,eatTheRest <mask>= false,"void init()
    {
        eatTheRest<mask>= false;
        tokens.clear();
    }"
4,PosixParser.java,init,void init(),51,53,1731,1731,AssignmentMutator,eatTheRest=false,Block,4,0.033940956,eatTheRest <mask>= false,"void init()
    {
        eatTheRest<mask>= false;
        tokens.clear();
    }"
5,PosixParser.java,init,void init(),51,53,1721,1730,IdentifierMutator-Variable,eatTheRest,initialized,0,0.55318844,<mask>,"void init()
    {<mask> = false;
        tokens.clear();
    }"
6,PosixParser.java,init,void init(),51,53,1721,1730,IdentifierMutator-Variable,eatTheRest,running,1,0.07660843,<mask>,"void init()
    {<mask> = false;
        tokens.clear();
    }"
7,PosixParser.java,init,void init(),51,53,1721,1730,IdentifierMutator-Variable,eatTheRest,init,2,0.03881623,<mask>,"void init()
    {<mask> = false;
        tokens.clear();
    }"
8,PosixParser.java,init,void init(),51,53,1721,1730,IdentifierMutator-Variable,eatTheRest,active,3,0.021112248,<mask>,"void init()
    {<mask> = false;
        tokens.clear();
    }"
9,PosixParser.java,init,void init(),51,53,1721,1730,IdentifierMutator-Variable,eatTheRest,started,4,0.021081446,<mask>,"void init()
    {<mask> = false;
        tokens.clear();
    }"
10,PosixParser.java,init,void init(),51,53,1721,1730,FieldReferenceMutator,eatTheRest,initialized,0,0.55318844,<mask>,"void init()
    {<mask> = false;
        tokens.clear();
    }"
11,PosixParser.java,init,void init(),51,53,1721,1730,FieldReferenceMutator,eatTheRest,running,1,0.07660843,<mask>,"void init()
    {<mask> = false;
        tokens.clear();
    }"
12,PosixParser.java,init,void init(),51,53,1721,1730,FieldReferenceMutator,eatTheRest,init,2,0.03881623,<mask>,"void init()
    {<mask> = false;
        tokens.clear();
    }"
13,PosixParser.java,init,void init(),51,53,1721,1730,FieldReferenceMutator,eatTheRest,active,3,0.021112248,<mask>,"void init()
    {<mask> = false;
        tokens.clear();
    }"
